iter,total_loss,loss_hr,loss_mr,loss_lr,depth_loss,psnr,ssim,lpips,prop_hr,prop_mr,prop_lr,throughput_rays_per_s,gpu_mem_mb,iter_time_s,lr,img_W,img_H,focal
67,nan,0.28016191720962524,0.28016191720962524,0.28016191720962524,nan,5.436129066182312,nan,nan,0.0,0.0,0.0,1853.7936148397473,33.5576171875,0.41428559999997105,0.018997509148856076,1060,707,500.0
68,nan,0.28633955121040344,0.28633955121040344,0.28633955121040344,nan,5.435511257985208,nan,nan,0.0,0.0,0.0,1864.7094986555219,33.5576171875,0.4118603999999664,0.018982933616015663,1060,707,500.0
69,nan,0.27687251567840576,0.27687251567840576,0.27687251567840576,nan,5.451254621823208,nan,nan,0.0,0.0,0.0,604.8222763604714,33.5576171875,1.269794499999989,0.018968369266018005,1060,707,500.0
70,nan,0.28361305594444275,0.2827417850494385,0.2827417850494385,nan,5.453402940202794,nan,nan,0.0,0.0,0.0,614.8619334733712,38.46044921875,1.2490609000000177,0.018953816090283248,1060,707,500.0
71,nan,0.2779034376144409,0.27838051319122314,0.27838051319122314,nan,5.5610608104648955,nan,nan,0.0,0.0,0.0,505.53611413740987,38.4580078125,1.5191793000000189,0.01893927408023812,1060,707,500.0
72,nan,0.278689444065094,0.278689444065094,0.278689444065094,nan,5.554927809084322,nan,nan,0.0,0.0,0.0,724.3683941469274,36.71826171875,1.0602340000000368,0.018924743227315924,1060,707,500.0
73,nan,0.2947331666946411,0.2947331666946411,0.2947331666946411,nan,5.471855171705443,nan,nan,0.0,0.0,0.0,1661.908156203765,36.6318359375,0.46211940000000595,0.018910223522956536,1060,707,500.0
74,nan,0.2757622003555298,0.2757622003555298,0.2757622003555298,nan,5.502554539462953,nan,nan,0.0,0.0,0.0,1897.85394234684,33.5576171875,0.40466759999998203,0.018895714958606404,1060,707,500.0
75,nan,0.2725048065185547,0.2724892497062683,0.2724892497062683,nan,5.531295297786685,nan,nan,0.0,0.0,0.0,1705.127504905667,38.45458984375,0.4504061999999749,0.018881217525718533,1060,707,500.0
76,nan,0.28030675649642944,0.28030675649642944,0.28030675649642944,nan,5.530023471333355,nan,nan,0.0,0.0,0.0,1939.9548606859098,33.64404296875,0.39588549999996303,0.01886673121575249,1060,707,500.0
77,nan,0.2919486165046692,0.2919486165046692,0.2919486165046692,nan,5.503868087508925,nan,nan,0.0,0.0,0.0,1948.0391007974047,33.5576171875,0.3942425999999841,0.018852256020174388,1060,707,500.0
78,nan,0.28749310970306396,0.28749310970306396,0.28749310970306396,nan,5.4926002759569315,nan,nan,0.0,0.0,0.0,1924.9398769591937,33.5576171875,0.39897350000001097,0.018837791930456895,1060,707,500.0
79,nan,0.29403573274612427,0.29403573274612427,0.29403573274612427,nan,5.47297789936665,nan,nan,0.0,0.0,0.0,1740.411702546432,33.5576171875,0.44127489999999625,0.01882333893807922,1060,707,500.0
80,nan,0.26355111598968506,0.26355111598968506,0.26355111598968506,nan,5.504815249883994,nan,nan,0.0,0.0,0.0,2040.7989727978415,33.5576171875,0.37632320000000163,0.018808897034527105,1060,707,500.0
81,nan,0.2769753932952881,0.2769753932952881,0.2769753932952881,nan,5.575588122740388,nan,nan,0.0,0.0,0.0,1961.6251962583026,33.5576171875,0.3915120999999999,0.018794466211292826,1060,707,500.0
82,nan,0.2788862884044647,0.2788862884044647,0.2788862884044647,nan,5.56065824903356,nan,nan,0.0,0.0,0.0,1715.1241343423794,36.935546875,0.4477810000000204,0.01878004645987519,1060,707,500.0
83,nan,0.28766632080078125,0.28766632080078125,0.28766632080078125,nan,5.510808769900513,nan,nan,0.0,0.0,0.0,2153.665732570104,33.5576171875,0.35660130000002255,0.018765637771779527,1060,707,500.0
84,nan,0.2971144914627075,0.2971144914627075,0.2971144914627075,nan,5.45079699092527,nan,nan,0.0,0.0,0.0,1929.1722494600936,33.5576171875,0.39809819999999263,0.01875124013851768,1060,707,500.0
85,nan,0.3020080327987671,0.3020080327987671,0.3020080327987671,nan,5.400600603820726,nan,nan,0.0,0.0,0.0,2033.2930557746727,33.5576171875,0.37771240000000716,0.018736853551608,1060,707,500.0
86,nan,0.27339687943458557,0.27339687943458557,0.27339687943458557,nan,5.439177914514706,nan,nan,0.0,0.0,0.0,1797.025922098924,37.830078125,0.42737280000000055,0.018722478002575357,1060,707,500.0
87,nan,0.2786319851875305,0.2786319851875305,0.2786319851875305,nan,5.454965399289606,nan,nan,0.0,0.0,0.0,2020.7213396328957,33.5576171875,0.38006230000002006,0.018708113482951115,1060,707,500.0
88,nan,0.30168765783309937,0.30168765783309937,0.30168765783309937,nan,5.423647795164065,nan,nan,0.0,0.0,0.0,1943.8062814807017,33.5576171875,0.3951011000000335,0.01869375998427314,1060,707,500.0
89,nan,0.28169214725494385,0.28169214725494385,0.28218257427215576,nan,5.432381662026831,nan,nan,0.0,0.0,0.0,1954.6013300450927,33.5576171875,0.39291900000000624,0.018679417498085788,1060,707,500.0
90,nan,0.2965160310268402,0.2965160310268402,0.2965160310268402,nan,5.4170953175225565,nan,nan,0.0,0.0,0.0,1953.421578135501,36.71826171875,0.39315630000004376,0.018665086015939903,1060,707,500.0
91,nan,0.28774675726890564,0.28774675726890564,0.28774675726890564,nan,5.40989561905489,nan,nan,0.0,0.0,0.0,1927.0989507598488,36.6318359375,0.39852650000000267,0.01865076552939281,1060,707,500.0
92,nan,0.2716383635997772,0.2716383635997772,0.2716383635997772,nan,5.534992281869757,nan,nan,0.0,0.0,0.0,1721.5056629241533,33.5576171875,0.4461211000000276,0.018636456030008314,1060,707,500.0
93,nan,0.2818761467933655,0.2818761467933655,0.2818761467933655,nan,5.523133767505441,nan,nan,0.0,0.0,0.0,2029.459936399673,33.5576171875,0.37842580000000225,0.018622157509356693,1060,707,500.0
94,nan,0.29749786853790283,0.29749786853790283,0.29749786853790283,nan,5.458640679337771,nan,nan,0.0,0.0,0.0,2049.586653348007,33.5576171875,0.3747096999999826,0.018607869959014686,1060,707,500.0
95,nan,0.28499680757522583,0.28499680757522583,0.28499680757522583,nan,5.45723255299866,nan,nan,0.0,0.0,0.0,2093.15921228553,33.5576171875,0.3669094999999629,0.018593593370565507,1060,707,500.0
96,nan,0.280807226896286,0.280807226896286,0.280807226896286,nan,5.467013326384618,nan,nan,0.0,0.0,0.0,1995.2508872112694,36.6318359375,0.38491399999998066,0.018579327735598814,1060,707,500.0
97,nan,0.2745073437690735,0.2745073437690735,0.2745073437690735,nan,5.488077183440209,nan,nan,0.0,0.0,0.0,1908.6122649213476,33.5576171875,0.4023865999999998,0.018565073045710728,1060,707,500.0
98,nan,0.2863461673259735,0.2863461673259735,0.2863461673259735,nan,5.480953317307805,nan,nan,0.0,0.0,0.0,1709.582835075903,38.63671875,0.44923240000002806,0.018550829292503814,1060,707,500.0
99,nan,0.28651654720306396,0.28651654720306396,0.28651654720306396,nan,5.475125494433049,nan,nan,0.0,0.0,0.0,1972.4012778489307,33.64404296875,0.38937310000000025,0.018536596467587076,1060,707,500.0
100,nan,0.2798408269882202,0.2798408269882202,0.2798408269882202,nan,5.4807018694221465,nan,nan,0.0,0.0,0.0,1987.9449774103552,36.6318359375,0.386328600000013,0.018522374562575963,1060,707,500.0
101,nan,0.2792068123817444,0.2792068123817444,0.2792068123817444,nan,5.540739895456292,nan,nan,0.0,0.0,0.0,1884.0444251789547,33.5576171875,0.4076336999999626,0.01850816356909235,1060,707,500.0
102,nan,0.29623448848724365,0.29623448848724365,0.29623448848724365,nan,5.412191852903401,nan,nan,0.0,0.0,0.0,1633.4294958234188,33.5576171875,0.4701763999999571,0.018493963478764548,1060,707,500.0
103,nan,0.3000093102455139,0.3000093102455139,0.3000093102455139,nan,5.351012127031042,nan,nan,0.0,0.0,0.0,1771.5662237057206,37.830078125,0.4335147000000461,0.01847977428322728,1060,707,500.0
104,nan,0.2806113660335541,0.2806113660335541,0.2806113660335541,nan,5.392995950409117,nan,nan,0.0,0.0,0.0,1669.5445295568777,37.830078125,0.4600057000000106,0.018465595974121698,1060,707,500.0
105,nan,0.31173262000083923,0.31242862343788147,0.31242862343788147,nan,5.326832261034246,nan,nan,0.0,0.0,0.0,1676.983682817872,38.45458984375,0.45796509999996715,0.018451428543095363,1060,707,500.0
106,nan,0.27973854541778564,0.27973854541778564,0.27973854541778564,nan,5.361106363679198,nan,nan,0.0,0.0,0.0,1676.5476739866701,33.64404296875,0.4580841999999734,0.018437271981802242,1060,707,500.0
107,nan,0.31094789505004883,0.31094789505004883,0.31121405959129333,nan,5.319965995697152,nan,nan,0.0,0.0,0.0,1778.4158668040213,38.63427734375,0.4318450000000098,0.018423126281902708,1060,707,500.0
108,nan,0.2945856750011444,0.2945856750011444,0.2945856750011444,nan,5.31845571584112,nan,nan,0.0,0.0,0.0,1837.4440961222613,33.64404296875,0.41797189999999773,0.01840899143506353,1060,707,500.0
109,nan,0.28896617889404297,0.28896617889404297,0.28896617889404297,nan,5.326575063917929,nan,nan,0.0,0.0,0.0,1970.6471086783627,33.5576171875,0.38971970000000056,0.018394867432957873,1060,707,500.0
110,nan,0.2672749161720276,0.2672749161720276,0.2672749161720276,nan,5.366959355519501,nan,nan,0.0,0.0,0.0,1946.3338976350074,33.5576171875,0.39458799999999883,0.018380754267265292,1060,707,500.0
111,nan,0.2680205702781677,0.2680205702781677,0.2680205702781677,nan,5.718318730776648,nan,nan,0.0,0.0,0.0,1965.1035479072364,33.5576171875,0.3908191000000443,0.018366651929671723,1060,707,500.0
112,nan,0.27688834071159363,0.27688834071159363,0.27688834071159363,nan,5.647636021677159,nan,nan,0.0,0.0,0.0,1886.8522513611806,38.45703125,0.4070270999999934,0.01835256041186948,1060,707,500.0
113,nan,0.29344820976257324,0.29344820976257324,0.29344820976257324,nan,5.539985799916817,nan,nan,0.0,0.0,0.0,1857.3654576942497,33.64404296875,0.4134889000000044,0.018338479705557253,1060,707,500.0
114,nan,0.27879148721694946,0.27879148721694946,0.27879148721694946,nan,5.541790578373651,nan,nan,0.0,0.0,0.0,1999.1238215126084,33.5576171875,0.3841682999999989,0.0183244098024401,1060,707,500.0
115,nan,0.28646090626716614,0.28646090626716614,0.28646090626716614,nan,5.51930173959237,nan,nan,0.0,0.0,0.0,2038.1154120005128,33.5576171875,0.37681870000000117,0.018310350694229448,1060,707,500.0
